program,provnamn,skol_kod,andel_e
Naturvetenskapsprogrammet,Svenska 3,33657492,..
Samhällsvetenskapsprogrammet,Svenska 3,33657492,..
Teknikprogrammet,Svenska 3,33657492,..
Ekonomiprogrammet,Svenska 3,79309485,"19,2"
Naturvetenskapsprogrammet,Svenska 3,37078868,.
Naturvetenskapsprogrammet,Svenska 3,16130958,..
Samhällsvetenskapsprogrammet,Svenska 3,82195565,"24,3"
Teknikprogrammet,Svenska 3,33596572,"23,9"
Ekonomiprogrammet,Svenska 3,77713695,"20,0"
Naturvetenskapsprogrammet,Svenska 3,77713695,..
Samhällsvetenskapsprogrammet,Svenska 3,77713695,..
Estetiska programmet,Svenska 3,51131594,"27,8"
Estetiska programmet,Svenska 3,89680395,..
Estetiska programmet,Svenska 3,53696633,..
Estetiska programmet,Svenska 3,27440210,"11,6"
Estetiska programmet,Svenska 3,62758285,..
Naturvetenskapsprogrammet,Svenska 3,16218090,.
Samhällsvetenskapsprogrammet,Svenska 3,64667996,..
Ekonomiprogrammet,Svenska 3,23544320,..
Naturvetenskapsprogrammet,Svenska 3,23544320,"9,7"
Samhällsvetenskapsprogrammet,Svenska 3,23544320,..
Estetiska programmet,Svenska 3,57668673,..
Teknikprogrammet,Svenska 3,57668673,..
Ekonomiprogrammet,Svenska 3,69040241,..
Samhällsvetenskapsprogrammet,Svenska 3,69040241,..
Estetiska programmet,Svenska 3,49136871,..
Ekonomiprogrammet,Svenska 3,20855811,"32,1"
Naturvetenskapsprogrammet,Svenska 3,20855811,..
Samhällsvetenskapsprogrammet,Svenska 3,20855811,..
Teknikprogrammet,Svenska 3,20855811,..
Estetiska programmet,Svenska 3,53923398,..
Naturvetenskapsprogrammet,Svenska 3,53923398,"31,3"
Samhällsvetenskapsprogrammet,Svenska 3,53923398,"20,0"
Ekonomiprogrammet,Svenska 3,74560191,..
Estetiska programmet,Svenska 3,74560191,..
Naturvetenskapsprogrammet,Svenska 3,74560191,..
Samhällsvetenskapsprogrammet,Svenska 3,74560191,..
Ekonomiprogrammet,Svenska 3,47844862,"32,9"
Naturvetenskapsprogrammet,Svenska 3,47844862,"15,9"
Samhällsvetenskapsprogrammet,Svenska 3,47844862,"37,1"
Ekonomiprogrammet,Svenska 3,72984079,..
Naturvetenskapsprogrammet,Svenska 3,72984079,..
Samhällsvetenskapsprogrammet,Svenska 3,72984079,..
Teknikprogrammet,Svenska 3,72984079,"30,3"
Estetiska programmet,Svenska 3,36480690,.
Samhällsvetenskapsprogrammet,Svenska 3,36480690,"50,0"
Teknikprogrammet,Svenska 3,36480690,..
Estetiska programmet,Svenska 3,24787883,..
Humanistiska programmet,Svenska 3,32995170,.
Samhällsvetenskapsprogrammet,Svenska 3,32995170,..
Estetiska programmet,Svenska 3,52048443,"55,6"
Naturvetenskapsprogrammet,Svenska 3,52048443,..
Samhällsvetenskapsprogrammet,Svenska 3,52048443,..
Teknikprogrammet,Svenska 3,52048443,"28,6"
Ekonomiprogrammet,Svenska 3,61674097,"25,0"
Naturvetenskapsprogrammet,Svenska 3,61674097,..
Samhällsvetenskapsprogrammet,Svenska 3,61674097,"14,3"
Humanistiska programmet,Svenska 3,32550660,..
Naturvetenskapsprogrammet,Svenska 3,32550660,"6,5"
Samhällsvetenskapsprogrammet,Svenska 3,32550660,..
Ekonomiprogrammet,Svenska 3,93488613,..
Naturvetenskapsprogrammet,Svenska 3,93488613,..
Samhällsvetenskapsprogrammet,Svenska 3,93488613,..
Samhällsvetenskapsprogrammet,Svenska 3,45600034,..
Ekonomiprogrammet,Svenska 3,59599256,"18,4"
Naturvetenskapsprogrammet,Svenska 3,59599256,"13,1"
Samhällsvetenskapsprogrammet,Svenska 3,59599256,"24,1"
Naturvetenskapsprogrammet,Svenska 3,26957025,..
Samhällsvetenskapsprogrammet,Svenska 3,26957025,..
Ekonomiprogrammet,Svenska 3,90509211,"16,7"
Naturvetenskapsprogrammet,Svenska 3,90509211,..
Samhällsvetenskapsprogrammet,Svenska 3,90509211,.
Estetiska programmet,Svenska 3,43277545,"43,2"
Ekonomiprogrammet,Svenska 3,50393060,..
Naturvetenskapsprogrammet,Svenska 3,50393060,..
Ekonomiprogrammet,Svenska 3,85788659,..
Samhällsvetenskapsprogrammet,Svenska 3,85788659,..
Naturvetenskapsprogrammet,Svenska 3,95340745,..
Samhällsvetenskapsprogrammet,Svenska 3,95340745,..
Teknikprogrammet,Svenska 3,95340745,..
Ekonomiprogrammet,Svenska 3,59521477,..
Samhällsvetenskapsprogrammet,Svenska 3,59521477,..
Teknikprogrammet,Svenska 3,59521477,.
Samhällsvetenskapsprogrammet,Svenska 3,92442684,..
Estetiska programmet,Svenska 3,66095163,"29,4"
Teknikprogrammet,Svenska 3,66095163,"50,0"
Ekonomiprogrammet,Svenska 3,54599691,..
Samhällsvetenskapsprogrammet,Svenska 3,54599691,"22,8"
Estetiska programmet,Svenska 3,54004368,..
Naturvetenskapsprogrammet,Svenska 3,54004368,..
Teknikprogrammet,Svenska 3,54004368,"29,6"
Ekonomiprogrammet,Svenska 3,31975673,"17,9"
Estetiska programmet,Svenska 3,31975673,..
Naturvetenskapsprogrammet,Svenska 3,31975673,"18,4"
Samhällsvetenskapsprogrammet,Svenska 3,31975673,"23,2"
Teknikprogrammet,Svenska 3,31975673,..
Naturvetenskapsprogrammet,Svenska 3,82251333,.
Estetiska programmet,Svenska 3,99864908,..
Samhällsvetenskapsprogrammet,Svenska 3,99864908,"29,0"
Ekonomiprogrammet,Svenska 3,27106031,"34,4"
Teknikprogrammet,Svenska 3,59463950,"16,7"
Naturvetenskapsprogrammet,Svenska 3,57391913,.
Samhällsvetenskapsprogrammet,Svenska 3,57391913,..
Teknikprogrammet,Svenska 3,75374280,..
Ekonomiprogrammet,Svenska 3,46148350,.
Naturvetenskapsprogrammet,Svenska 3,46148350,..
Samhällsvetenskapsprogrammet,Svenska 3,46148350,..
Teknikprogrammet,Svenska 3,46148350,..
Naturvetenskapsprogrammet,Svenska 3,50133877,.
Teknikprogrammet,Svenska 3,50133877,"16,2"
Ekonomiprogrammet,Svenska 3,49868916,..
Estetiska programmet,Svenska 3,49868916,..
Humanistiska programmet,Svenska 3,49868916,..
Samhällsvetenskapsprogrammet,Svenska 3,49868916,"41,4"
Ekonomiprogrammet,Svenska 3,74919147,..
Humanistiska programmet,Svenska 3,74919147,..
Naturvetenskapsprogrammet,Svenska 3,74919147,.
Samhällsvetenskapsprogrammet,Svenska 3,74919147,..
Ekonomiprogrammet,Svenska 3,78389879,..
Samhällsvetenskapsprogrammet,Svenska 3,78389879,..
Naturvetenskapsprogrammet,Svenska 3,24277564,..
Samhällsvetenskapsprogrammet,Svenska 3,24277564,..
Ekonomiprogrammet,Svenska 3,44412461,"19,2"
Estetiska programmet,Svenska 3,44412461,..
Naturvetenskapsprogrammet,Svenska 3,44412461,..
Samhällsvetenskapsprogrammet,Svenska 3,44412461,"7,3"
Teknikprogrammet,Svenska 3,44412461,"19,2"
Humanistiska programmet,Svenska 3,36355200,..
Samhällsvetenskapsprogrammet,Svenska 3,36355200,"33,3"
Ekonomiprogrammet,Svenska 3,96920524,"15,9"
Naturvetenskapsprogrammet,Svenska 3,18217765,..
Teknikprogrammet,Svenska 3,18217765,"48,3"
Ekonomiprogrammet,Svenska 3,70803636,..
Samhällsvetenskapsprogrammet,Svenska 3,70803636,"34,5"
Estetiska programmet,Svenska 3,49576295,..
Naturvetenskapsprogrammet,Svenska 3,49576295,..
Teknikprogrammet,Svenska 3,66028861,..
Ekonomiprogrammet,Svenska 3,23797825,"16,7"
Estetiska programmet,Svenska 3,45293715,"41,1"
Samhällsvetenskapsprogrammet,Svenska 3,77712952,..
Ekonomiprogrammet,Svenska 3,10433896,..
Estetiska programmet,Svenska 3,10433896,..
Samhällsvetenskapsprogrammet,Svenska 3,10433896,..
Teknikprogrammet,Svenska 3,10433896,"30,8"
Estetiska programmet,Svenska 3,43154449,.
Teknikprogrammet,Svenska 3,43154449,..
Ekonomiprogrammet,Svenska 3,49170638,.
Naturvetenskapsprogrammet,Svenska 3,49170638,..
Samhällsvetenskapsprogrammet,Svenska 3,49170638,..
Ekonomiprogrammet,Svenska 3,25379974,..
Naturvetenskapsprogrammet,Svenska 3,25379974,..
Samhällsvetenskapsprogrammet,Svenska 3,25379974,.
Samhällsvetenskapsprogrammet,Svenska 3,88025221,"35,3"
Samhällsvetenskapsprogrammet,Svenska 3,56041699,..
Samhällsvetenskapsprogrammet,Svenska 3,45111086,..
Ekonomiprogrammet,Svenska 3,70955448,..
Naturvetenskapsprogrammet,Svenska 3,70955448,"15,2"
Samhällsvetenskapsprogrammet,Svenska 3,70955448,..
Teknikprogrammet,Svenska 3,68824244,"45,7"
Naturvetenskapsprogrammet,Svenska 3,46707989,..
Estetiska programmet,Svenska 3,46986216,..
Humanistiska programmet,Svenska 3,46986216,.
Samhällsvetenskapsprogrammet,Svenska 3,67924816,..
Ekonomiprogrammet,Svenska 3,92805465,"19,6"
Estetiska programmet,Svenska 3,16720048,"35,0"
Ekonomiprogrammet,Svenska 3,61176909,..
Naturvetenskapsprogrammet,Svenska 3,61176909,..
Samhällsvetenskapsprogrammet,Svenska 3,61176909,..
Teknikprogrammet,Svenska 3,43479922,"47,6"
Teknikprogrammet,Svenska 3,28391147,"14,0"
Ekonomiprogrammet,Svenska 3,21778322,..
Naturvetenskapsprogrammet,Svenska 3,21778322,..
Samhällsvetenskapsprogrammet,Svenska 3,21778322,"42,1"
Ekonomiprogrammet,Svenska 3,31380193,..
Samhällsvetenskapsprogrammet,Svenska 3,31380193,..
Ekonomiprogrammet,Svenska 3,62612992,"39,2"
Naturvetenskapsprogrammet,Svenska 3,62612992,..
Teknikprogrammet,Svenska 3,62612992,"32,3"
Estetiska programmet,Svenska 3,85485803,"63,6"
Samhällsvetenskapsprogrammet,Svenska 3,85485803,"35,7"
Ekonomiprogrammet,Svenska 3,16848652,.
Estetiska programmet,Svenska 3,88429477,..
Naturvetenskapsprogrammet,Svenska 3,88429477,..
Samhällsvetenskapsprogrammet,Svenska 3,88429477,.
Teknikprogrammet,Svenska 3,88429477,..
Ekonomiprogrammet,Svenska 3,15149235,..
Naturvetenskapsprogrammet,Svenska 3,15149235,.
Samhällsvetenskapsprogrammet,Svenska 3,15149235,..
Teknikprogrammet,Svenska 3,15149235,..
Naturvetenskapsprogrammet,Svenska 3,13981977,..
Teknikprogrammet,Svenska 3,13981977,..
Ekonomiprogrammet,Svenska 3,24538846,..
Samhällsvetenskapsprogrammet,Svenska 3,24538846,"56,3"
Ekonomiprogrammet,Svenska 3,67058407,..
Naturvetenskapsprogrammet,Svenska 3,67058407,..
Samhällsvetenskapsprogrammet,Svenska 3,67058407,.
Teknikprogrammet,Svenska 3,67058407,..
Naturvetenskapsprogrammet,Svenska 3,15791044,.
Samhällsvetenskapsprogrammet,Svenska 3,15791044,..
Teknikprogrammet,Svenska 3,15791044,..
Ekonomiprogrammet,Svenska 3,65392939,..
Humanistiska programmet,Svenska 3,65392939,..
Samhällsvetenskapsprogrammet,Svenska 3,65392939,"15,4"
Teknikprogrammet,Svenska 3,65392939,..
Ekonomiprogrammet,Svenska 3,98696836,"26,5"
Estetiska programmet,Svenska 3,98696836,..
Teknikprogrammet,Svenska 3,82160887,..
Naturvetenskapsprogrammet,Svenska 3,64908550,.
Naturvetenskapsprogrammet,Svenska 3,77358716,.
Samhällsvetenskapsprogrammet,Svenska 3,77358716,..
Ekonomiprogrammet,Svenska 3,49739986,..
Estetiska programmet,Svenska 3,49739986,.
Samhällsvetenskapsprogrammet,Svenska 3,49739986,"28,6"
Estetiska programmet,Svenska 3,29225010,..
Teknikprogrammet,Svenska 3,29225010,..
Ekonomiprogrammet,Svenska 3,92192566,..
Naturvetenskapsprogrammet,Svenska 3,92192566,.
Samhällsvetenskapsprogrammet,Svenska 3,92192566,..
Estetiska programmet,Svenska 3,56886667,"28,3"
Humanistiska programmet,Svenska 3,56886667,..
Naturvetenskapsprogrammet,Svenska 3,56886667,"24,6"
Samhällsvetenskapsprogrammet,Svenska 3,56886667,"28,4"
Ekonomiprogrammet,Svenska 3,65421426,"16,5"
Naturvetenskapsprogrammet,Svenska 3,65421426,..
Samhällsvetenskapsprogrammet,Svenska 3,65421426,"18,2"
Samhällsvetenskapsprogrammet,Svenska 3,62394916,..
Estetiska programmet,Svenska 3,67908927,"31,3"
Ekonomiprogrammet,Svenska 3,72071234,.
Naturvetenskapsprogrammet,Svenska 3,72071234,..
Samhällsvetenskapsprogrammet,Svenska 3,72071234,..
Teknikprogrammet,Svenska 3,24349146,"21,4"
Samhällsvetenskapsprogrammet,Svenska 3,15933512,"14,6"
Naturvetenskapsprogrammet,Svenska 3,64693272,..
Samhällsvetenskapsprogrammet,Svenska 3,64693272,..
Teknikprogrammet,Svenska 3,64693272,..
Estetiska programmet,Svenska 3,18072172,..
Samhällsvetenskapsprogrammet,Svenska 3,18072172,..
Teknikprogrammet,Svenska 3,18072172,"100,0"
Estetiska programmet,Svenska 3,11341077,"33,3"
Naturvetenskapsprogrammet,Svenska 3,34988313,"17,7"
Ekonomiprogrammet,Svenska 3,28045567,"19,2"
Samhällsvetenskapsprogrammet,Svenska 3,28045567,..
Teknikprogrammet,Svenska 3,20768651,..
Ekonomiprogrammet,Svenska 3,38880984,"10,2"
Naturvetenskapsprogrammet,Svenska 3,38880984,..
Teknikprogrammet,Svenska 3,28872974,"22,2"
Ekonomiprogrammet,Svenska 3,18686599,"50,0"
Naturvetenskapsprogrammet,Svenska 3,18686599,..
Samhällsvetenskapsprogrammet,Svenska 3,18686599,"37,5"
Samhällsvetenskapsprogrammet,Svenska 3,93779220,"14,7"
Estetiska programmet,Svenska 3,77797484,"18,4"
Humanistiska programmet,Svenska 3,77797484,.
Estetiska programmet,Svenska 3,80785976,"40,0"
Samhällsvetenskapsprogrammet,Svenska 3,80785976,..
Teknikprogrammet,Svenska 3,80785976,..
Humanistiska programmet,Svenska 3,47559319,..
Naturvetenskapsprogrammet,Svenska 3,47559319,.
Samhällsvetenskapsprogrammet,Svenska 3,47559319,"71,4"
Estetiska programmet,Svenska 3,21532545,..
Teknikprogrammet,Svenska 3,21532545,..
Samhällsvetenskapsprogrammet,Svenska 3,56187883,.
Ekonomiprogrammet,Svenska 3,20752831,..
Naturvetenskapsprogrammet,Svenska 3,20752831,..
Samhällsvetenskapsprogrammet,Svenska 3,20752831,.
Teknikprogrammet,Svenska 3,20752831,..
Ekonomiprogrammet,Svenska 3,51023367,..
Naturvetenskapsprogrammet,Svenska 3,51023367,..
Samhällsvetenskapsprogrammet,Svenska 3,51023367,..
Naturvetenskapsprogrammet,Svenska 3,34739511,.
Teknikprogrammet,Svenska 3,34739511,"29,4"
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,18345915,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,68229719,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,68229719,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,61004230,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,67768292,..
El- och energiprogrammet,Svenska som andraspråk 1,67768292,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,67768292,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,67768292,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,71262305,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,55795961,"62,5"
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,82840198,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,89982804,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,89982804,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,19464342,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,32960825,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,43609520,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,41416934,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,41416934,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,73171934,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,83474173,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,83474173,..
El- och energiprogrammet,Svenska som andraspråk 1,21866405,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,21866405,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,74434644,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,74434644,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,74434644,..
El- och energiprogrammet,Svenska som andraspråk 1,42022406,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,88445871,..
Industritekniska programmet,Svenska som andraspråk 1,88445871,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,88445871,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,18425335,"60,0"
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,93281974,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,23424275,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,23424275,..
Hantverksprogrammet,Svenska som andraspråk 1,19150273,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,25624692,..
El- och energiprogrammet,Svenska som andraspråk 1,25624692,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,16554575,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,25356960,..
El- och energiprogrammet,Svenska som andraspråk 1,64284020,"50,0"
Hantverksprogrammet,Svenska som andraspråk 1,64284020,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,98132436,..
Industritekniska programmet,Svenska som andraspråk 1,98132436,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,60096875,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,60096875,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,26334561,"54,5"
Fordons- och transportprogrammet,Svenska som andraspråk 1,40386043,..
Industritekniska programmet,Svenska som andraspråk 1,59483268,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,59483268,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,33685428,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,88573795,..
El- och energiprogrammet,Svenska som andraspråk 1,88259298,..
El- och energiprogrammet,Svenska som andraspråk 1,73098153,..
Industritekniska programmet,Svenska som andraspråk 1,73098153,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,73098153,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,75082798,..
El- och energiprogrammet,Svenska som andraspråk 1,75082798,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,75082798,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,75082798,..
El- och energiprogrammet,Svenska som andraspråk 1,23555409,..
El- och energiprogrammet,Svenska som andraspråk 1,30341162,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,72266906,..
El- och energiprogrammet,Svenska som andraspråk 1,72266906,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,27030026,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,12154972,"60,0"
Fordons- och transportprogrammet,Svenska som andraspråk 1,12154972,"60,0"
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,12154972,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,16950252,..
Industritekniska programmet,Svenska som andraspråk 1,16950252,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,34637764,"61,5"
Hantverksprogrammet,Svenska som andraspråk 1,73255276,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,73255276,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,15077883,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,15077883,..
El- och energiprogrammet,Svenska som andraspråk 1,15077883,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,15077883,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,15077883,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,15077883,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,48434184,..
El- och energiprogrammet,Svenska som andraspråk 1,48434184,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,48434184,..
Industritekniska programmet,Svenska som andraspråk 1,48434184,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,48434184,..
Hantverksprogrammet,Svenska som andraspråk 1,58724424,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,58724424,..
Industritekniska programmet,Svenska som andraspråk 1,17008320,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,56737496,..
El- och energiprogrammet,Svenska som andraspråk 1,56737496,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,56737496,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,88850910,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,93939982,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,25720752,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,55155562,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,55155562,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,31533003,..
Hantverksprogrammet,Svenska som andraspråk 1,31429031,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,31429031,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,31429031,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,16361868,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,24008049,..
El- och energiprogrammet,Svenska som andraspråk 1,36680097,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,87756916,..
El- och energiprogrammet,Svenska som andraspråk 1,59734510,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,19586169,..
El- och energiprogrammet,Svenska som andraspråk 1,19586169,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,19586169,..
Hantverksprogrammet,Svenska som andraspråk 1,19586169,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,19586169,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,24273261,..
Industritekniska programmet,Svenska som andraspråk 1,95683850,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,95683850,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,59455288,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,59455288,..
Naturbruksprogrammet,Svenska som andraspråk 1,82163292,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,25679488,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,25677996,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,25677996,..
El- och energiprogrammet,Svenska som andraspråk 1,89888648,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,35063170,..
Industritekniska programmet,Svenska som andraspråk 1,35063170,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,31279294,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,36782335,..
El- och energiprogrammet,Svenska som andraspråk 1,36782335,..
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,36782335,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,36782335,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,20666515,..
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,20666515,..
El- och energiprogrammet,Svenska som andraspråk 1,37906565,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,37906565,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,37906565,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,67279303,..
Industritekniska programmet,Svenska som andraspråk 1,67279303,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,90551279,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,90551279,..
El- och energiprogrammet,Svenska som andraspråk 1,90551279,..
Hantverksprogrammet,Svenska som andraspråk 1,90551279,..
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,90551279,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,90551279,"51,7"
Barn- och fritidsprogrammet,Svenska som andraspråk 1,93062368,.
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,93062368,..
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,93062368,..
El- och energiprogrammet,Svenska som andraspråk 1,69686851,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,49616977,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,72998905,"34,5"
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,88153340,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,94353434,..
Hantverksprogrammet,Svenska som andraspråk 1,59396229,"45,5"
Hotell- och turismprogrammet,Svenska som andraspråk 1,95165649,"100,0"
Naturbruksprogrammet,Svenska som andraspråk 1,95165649,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,69626109,"53,3"
El- och energiprogrammet,Svenska som andraspråk 1,85068812,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,15414001,..
El- och energiprogrammet,Svenska som andraspråk 1,16819383,..
Industritekniska programmet,Svenska som andraspråk 1,16819383,..
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,16819383,..
Industritekniska programmet,Svenska som andraspråk 1,53660780,..
El- och energiprogrammet,Svenska som andraspråk 1,79094701,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,38684438,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,35647481,"50,0"
Fordons- och transportprogrammet,Svenska som andraspråk 1,61880907,"31,8"
El- och energiprogrammet,Svenska som andraspråk 1,35006050,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,35006050,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,88886610,..
Fordons- och transportprogrammet,Svenska som andraspråk 1,88556189,..
Hantverksprogrammet,Svenska som andraspråk 1,88556189,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,88556189,..
El- och energiprogrammet,Svenska som andraspråk 1,34831349,..
El- och energiprogrammet,Svenska som andraspråk 1,63511898,"55,6"
Fordons- och transportprogrammet,Svenska som andraspråk 1,63511898,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,63511898,..
Hantverksprogrammet,Svenska som andraspråk 1,63511898,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,63511898,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,63511898,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,72127035,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,72127035,..
El- och energiprogrammet,Svenska som andraspråk 1,72127035,..
Industritekniska programmet,Svenska som andraspråk 1,72127035,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,72127035,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,85003442,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,85003442,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,22752398,..
El- och energiprogrammet,Svenska som andraspråk 1,22752398,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,71922787,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,31843016,..
Restaurang- och livsmedelsprogrammet,Svenska som andraspråk 1,74148070,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,44653962,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,29097621,..
Bygg- och anläggningsprogrammet,Svenska som andraspråk 1,87764775,..
Hantverksprogrammet,Svenska som andraspråk 1,87764775,..
VVS- och fastighetsprogrammet,Svenska som andraspråk 1,87764775,..
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,87764775,"53,8"
Vård- och omsorgsprogrammet,Svenska som andraspråk 1,48438396,..
Barn- och fritidsprogrammet,Svenska som andraspråk 1,98052678,..
Handels- och administrationsprogrammet,Svenska som andraspråk 1,44341171,..
Hotell- och turismprogrammet,Svenska som andraspråk 1,44341171,..
