program,provnamn,skol_kod,gnm_betp
ekonomiprogrammet,svenska 3,45593337,"14,6"
estetiska programmet,svenska 3,45593337,..
naturvetenskapsprogrammet,svenska 3,45593337,"15,6"
samhällsvetenskapsprogrammet,svenska 3,45593337,"14,6"
teknikprogrammet,svenska 3,45593337,"12,0"
naturvetenskapsprogrammet,svenska 3,10226870,"14,8"
ekonomiprogrammet,svenska 3,19839859,..
samhällsvetenskapsprogrammet,svenska 3,19839859,"15,6"
teknikprogrammet,svenska 3,67628478,"15,9"
naturvetenskapsprogrammet,svenska 3,32057701,"15,0"
ekonomiprogrammet,svenska 3,30615080,"10,1"
samhällsvetenskapsprogrammet,svenska 3,30615080,"7,5"
estetiska programmet,svenska 3,25178582,"10,9"
samhällsvetenskapsprogrammet,svenska 3,25178582,"14,1"
teknikprogrammet,svenska 3,25178582,..
estetiska programmet,svenska 3,70543431,"16,8"
naturvetenskapsprogrammet,svenska 3,70543431,..
ekonomiprogrammet,svenska 3,86351879,"14,5"
naturvetenskapsprogrammet,svenska 3,86351879,"16,0"
teknikprogrammet,svenska 3,86351879,"16,0"
estetiska programmet,svenska 3,56041144,"12,2"
samhällsvetenskapsprogrammet,svenska 3,56041144,"13,4"
samhällsvetenskapsprogrammet,svenska 3,74322969,"13,5"
teknikprogrammet,svenska 3,74322969,"15,0"
ekonomiprogrammet,svenska 3,90260899,"12,5"
estetiska programmet,svenska 3,90260899,..
naturvetenskapsprogrammet,svenska 3,90260899,"13,1"
samhällsvetenskapsprogrammet,svenska 3,90260899,"10,3"
teknikprogrammet,svenska 3,90260899,"12,1"
samhällsvetenskapsprogrammet,svenska 3,31057219,..
ekonomiprogrammet,svenska 3,27079521,"12,5"
naturvetenskapsprogrammet,svenska 3,27079521,"18,9"
samhällsvetenskapsprogrammet,svenska 3,27079521,"13,5"
teknikprogrammet,svenska 3,27079521,"15,0"
estetiska programmet,svenska 3,33572033,"13,0"
ekonomiprogrammet,svenska 3,64579522,"12,8"
naturvetenskapsprogrammet,svenska 3,64579522,..
samhällsvetenskapsprogrammet,svenska 3,64579522,"13,1"
teknikprogrammet,svenska 3,64579522,"13,0"
ekonomiprogrammet,svenska 3,34381901,..
naturvetenskapsprogrammet,svenska 3,34381901,"15,9"
samhällsvetenskapsprogrammet,svenska 3,34381901,"15,5"
ekonomiprogrammet,svenska 3,53069733,"11,7"
naturvetenskapsprogrammet,svenska 3,53069733,"16,8"
samhällsvetenskapsprogrammet,svenska 3,53069733,"12,3"
teknikprogrammet,svenska 3,53069733,"14,2"
naturvetenskapsprogrammet,svenska 3,99394620,"15,4"
teknikprogrammet,svenska 3,99394620,"13,5"
estetiska programmet,svenska 3,95368476,"14,8"
samhällsvetenskapsprogrammet,svenska 3,95368476,"16,3"
ekonomiprogrammet,svenska 3,14853321,"13,2"
estetiska programmet,svenska 3,76448076,"9,7"
naturvetenskapsprogrammet,svenska 3,76448076,"13,3"
teknikprogrammet,svenska 3,31537066,"11,5"
ekonomiprogrammet,svenska 3,86488203,"10,6"
samhällsvetenskapsprogrammet,svenska 3,86488203,"13,4"
ekonomiprogrammet,svenska 3,25156286,"13,8"
samhällsvetenskapsprogrammet,svenska 3,25156286,"13,5"
ekonomiprogrammet,svenska 3,28081446,"15,2"
estetiska programmet,svenska 3,28081446,"16,4"
samhällsvetenskapsprogrammet,svenska 3,28081446,"15,8"
estetiska programmet,svenska 3,21400668,"10,9"
teknikprogrammet,svenska 3,21400668,"9,5"
estetiska programmet,svenska 3,92949043,"12,2"
samhällsvetenskapsprogrammet,svenska 3,92949043,"14,2"
ekonomiprogrammet,svenska 3,92818240,"12,9"
naturvetenskapsprogrammet,svenska 3,84329061,"15,7"
teknikprogrammet,svenska 3,84329061,"14,5"
samhällsvetenskapsprogrammet,svenska 3,91048178,"11,9"
teknikprogrammet,svenska 3,91048178,"11,4"
naturvetenskapsprogrammet,svenska 3,82718660,..
samhällsvetenskapsprogrammet,svenska 3,82718660,"8,5"
ekonomiprogrammet,svenska 3,12399380,"13,1"
samhällsvetenskapsprogrammet,svenska 3,12399380,..
ekonomiprogrammet,svenska 3,31486865,"15,5"
estetiska programmet,svenska 3,31486865,"14,3"
humanistiska programmet,svenska 3,31486865,"16,4"
naturvetenskapsprogrammet,svenska 3,31486865,"18,2"
samhällsvetenskapsprogrammet,svenska 3,31486865,"16,0"
teknikprogrammet,svenska 3,31486865,"14,6"
ekonomiprogrammet,svenska 3,97265732,"15,7"
estetiska programmet,svenska 3,97265732,"15,6"
naturvetenskapsprogrammet,svenska 3,97265732,"18,1"
samhällsvetenskapsprogrammet,svenska 3,97265732,"17,4"
teknikprogrammet,svenska 3,97265732,"15,7"
ekonomiprogrammet,svenska 3,61720981,"12,3"
naturvetenskapsprogrammet,svenska 3,61720981,"16,8"
samhällsvetenskapsprogrammet,svenska 3,61720981,"13,1"
teknikprogrammet,svenska 3,61720981,"11,3"
teknikprogrammet,svenska 3,82931004,"15,4"
ekonomiprogrammet,svenska 3,95024660,"13,2"
ekonomiprogrammet,svenska 3,32263814,"13,9"
samhällsvetenskapsprogrammet,svenska 3,47393891,"12,8"
samhällsvetenskapsprogrammet,svenska 3,48414975,"14,2"
estetiska programmet,svenska 3,11533776,"10,8"
samhällsvetenskapsprogrammet,svenska 3,47108751,"16,1"
teknikprogrammet,svenska 3,28829503,"13,8"
estetiska programmet,svenska 3,99622695,"15,0"
naturvetenskapsprogrammet,svenska 3,98651664,"15,5"
ekonomiprogrammet,svenska 3,33657492,"12,9"
naturvetenskapsprogrammet,svenska 3,33657492,"15,7"
samhällsvetenskapsprogrammet,svenska 3,33657492,"15,3"
teknikprogrammet,svenska 3,33657492,"14,2"
ekonomiprogrammet,svenska 3,79309485,"12,8"
naturvetenskapsprogrammet,svenska 3,37078868,"16,1"
naturvetenskapsprogrammet,svenska 3,16130958,"16,0"
samhällsvetenskapsprogrammet,svenska 3,82195565,"14,1"
teknikprogrammet,svenska 3,33596572,"14,2"
ekonomiprogrammet,svenska 3,77713695,"14,0"
naturvetenskapsprogrammet,svenska 3,77713695,"15,0"
samhällsvetenskapsprogrammet,svenska 3,77713695,"16,1"
estetiska programmet,svenska 3,51131594,"12,8"
estetiska programmet,svenska 3,89680395,"15,0"
estetiska programmet,svenska 3,53696633,"15,7"
estetiska programmet,svenska 3,27440210,"14,2"
estetiska programmet,svenska 3,62758285,"14,1"
naturvetenskapsprogrammet,svenska 3,16218090,"15,9"
samhällsvetenskapsprogrammet,svenska 3,64667996,"15,7"
ekonomiprogrammet,svenska 3,23544320,"14,7"
naturvetenskapsprogrammet,svenska 3,23544320,"16,3"
samhällsvetenskapsprogrammet,svenska 3,23544320,"14,8"
estetiska programmet,svenska 3,57668673,"13,1"
teknikprogrammet,svenska 3,57668673,"10,0"
ekonomiprogrammet,svenska 3,69040241,..
samhällsvetenskapsprogrammet,svenska 3,69040241,..
estetiska programmet,svenska 3,49136871,..
ekonomiprogrammet,svenska 3,20855811,"11,9"
naturvetenskapsprogrammet,svenska 3,20855811,"14,7"
samhällsvetenskapsprogrammet,svenska 3,20855811,"12,3"
teknikprogrammet,svenska 3,20855811,"7,8"
estetiska programmet,svenska 3,53923398,"12,2"
naturvetenskapsprogrammet,svenska 3,53923398,"13,3"
samhällsvetenskapsprogrammet,svenska 3,53923398,"12,3"
ekonomiprogrammet,svenska 3,74560191,..
estetiska programmet,svenska 3,74560191,..
naturvetenskapsprogrammet,svenska 3,74560191,"13,6"
samhällsvetenskapsprogrammet,svenska 3,74560191,..
ekonomiprogrammet,svenska 3,47844862,"12,5"
naturvetenskapsprogrammet,svenska 3,47844862,"13,6"
samhällsvetenskapsprogrammet,svenska 3,47844862,"12,2"
ekonomiprogrammet,svenska 3,72984079,"12,7"
naturvetenskapsprogrammet,svenska 3,72984079,"13,6"
samhällsvetenskapsprogrammet,svenska 3,72984079,"15,4"
teknikprogrammet,svenska 3,72984079,"11,7"
estetiska programmet,svenska 3,36480690,"15,4"
samhällsvetenskapsprogrammet,svenska 3,36480690,"12,7"
teknikprogrammet,svenska 3,36480690,"13,0"
estetiska programmet,svenska 3,24787883,..
humanistiska programmet,svenska 3,32995170,"15,5"
samhällsvetenskapsprogrammet,svenska 3,32995170,"14,3"
estetiska programmet,svenska 3,52048443,"12,5"
naturvetenskapsprogrammet,svenska 3,52048443,..
samhällsvetenskapsprogrammet,svenska 3,52048443,..
teknikprogrammet,svenska 3,52048443,"13,0"
ekonomiprogrammet,svenska 3,61674097,"15,2"
naturvetenskapsprogrammet,svenska 3,61674097,..
samhällsvetenskapsprogrammet,svenska 3,61674097,"13,6"
humanistiska programmet,svenska 3,32550660,"17,8"
naturvetenskapsprogrammet,svenska 3,32550660,"15,7"
samhällsvetenskapsprogrammet,svenska 3,32550660,"15,6"
ekonomiprogrammet,svenska 3,93488613,"12,0"
naturvetenskapsprogrammet,svenska 3,93488613,..
samhällsvetenskapsprogrammet,svenska 3,93488613,"9,4"
samhällsvetenskapsprogrammet,svenska 3,45600034,"14,3"
ekonomiprogrammet,svenska 3,59599256,"11,8"
naturvetenskapsprogrammet,svenska 3,59599256,"13,4"
samhällsvetenskapsprogrammet,svenska 3,59599256,"13,5"
naturvetenskapsprogrammet,svenska 3,26957025,"17,7"
samhällsvetenskapsprogrammet,svenska 3,26957025,"17,2"
ekonomiprogrammet,svenska 3,90509211,"12,8"
naturvetenskapsprogrammet,svenska 3,90509211,"11,3"
samhällsvetenskapsprogrammet,svenska 3,90509211,"16,7"
estetiska programmet,svenska 3,43277545,"10,1"
ekonomiprogrammet,svenska 3,50393060,..
naturvetenskapsprogrammet,svenska 3,50393060,..
ekonomiprogrammet,svenska 3,85788659,..
samhällsvetenskapsprogrammet,svenska 3,85788659,"11,7"
naturvetenskapsprogrammet,svenska 3,95340745,..
samhällsvetenskapsprogrammet,svenska 3,95340745,..
teknikprogrammet,svenska 3,95340745,..
ekonomiprogrammet,svenska 3,59521477,"13,6"
samhällsvetenskapsprogrammet,svenska 3,59521477,"14,7"
teknikprogrammet,svenska 3,59521477,"9,2"
samhällsvetenskapsprogrammet,svenska 3,92442684,"16,1"
estetiska programmet,svenska 3,66095163,"12,8"
teknikprogrammet,svenska 3,66095163,"11,5"
ekonomiprogrammet,svenska 3,54599691,"14,5"
samhällsvetenskapsprogrammet,svenska 3,54599691,"13,9"
estetiska programmet,svenska 3,54004368,"12,9"
naturvetenskapsprogrammet,svenska 3,54004368,"15,8"
teknikprogrammet,svenska 3,54004368,"12,4"
ekonomiprogrammet,svenska 3,31975673,"12,6"
estetiska programmet,svenska 3,31975673,"12,0"
naturvetenskapsprogrammet,svenska 3,31975673,"14,7"
samhällsvetenskapsprogrammet,svenska 3,31975673,"11,7"
teknikprogrammet,svenska 3,31975673,"13,6"
naturvetenskapsprogrammet,svenska 3,82251333,"17,1"
estetiska programmet,svenska 3,99864908,..
samhällsvetenskapsprogrammet,svenska 3,99864908,"11,9"
ekonomiprogrammet,svenska 3,27106031,"12,2"
teknikprogrammet,svenska 3,59463950,"12,2"
naturvetenskapsprogrammet,svenska 3,57391913,"16,1"
samhällsvetenskapsprogrammet,svenska 3,57391913,"14,7"
teknikprogrammet,svenska 3,75374280,"11,2"
ekonomiprogrammet,svenska 3,46148350,"16,3"
naturvetenskapsprogrammet,svenska 3,46148350,"15,8"
samhällsvetenskapsprogrammet,svenska 3,46148350,"13,9"
teknikprogrammet,svenska 3,46148350,..
naturvetenskapsprogrammet,svenska 3,50133877,"17,6"
teknikprogrammet,svenska 3,50133877,"13,6"
ekonomiprogrammet,svenska 3,49868916,"13,9"
estetiska programmet,svenska 3,49868916,"14,3"
humanistiska programmet,svenska 3,49868916,"12,5"
samhällsvetenskapsprogrammet,svenska 3,49868916,"11,3"
ekonomiprogrammet,svenska 3,74919147,"13,3"
humanistiska programmet,svenska 3,74919147,..
naturvetenskapsprogrammet,svenska 3,74919147,"18,7"
samhällsvetenskapsprogrammet,svenska 3,74919147,"15,3"
ekonomiprogrammet,svenska 3,78389879,"10,0"
samhällsvetenskapsprogrammet,svenska 3,78389879,"11,0"
naturvetenskapsprogrammet,svenska 3,24277564,"13,9"
samhällsvetenskapsprogrammet,svenska 3,24277564,..
ekonomiprogrammet,svenska 3,44412461,"13,2"
estetiska programmet,svenska 3,44412461,"11,9"
naturvetenskapsprogrammet,svenska 3,44412461,"14,9"
samhällsvetenskapsprogrammet,svenska 3,44412461,"14,4"
teknikprogrammet,svenska 3,44412461,"12,0"
humanistiska programmet,svenska 3,36355200,..
samhällsvetenskapsprogrammet,svenska 3,36355200,"12,2"
ekonomiprogrammet,svenska 3,96920524,"11,3"
naturvetenskapsprogrammet,svenska 3,18217765,"14,5"
teknikprogrammet,svenska 3,18217765,"10,8"
ekonomiprogrammet,svenska 3,70803636,"13,9"
samhällsvetenskapsprogrammet,svenska 3,70803636,"12,1"
estetiska programmet,svenska 3,49576295,..
naturvetenskapsprogrammet,svenska 3,49576295,"14,7"
teknikprogrammet,svenska 3,66028861,"15,7"
ekonomiprogrammet,svenska 3,23797825,"13,6"
estetiska programmet,svenska 3,45293715,"10,8"
samhällsvetenskapsprogrammet,svenska 3,77712952,"15,4"
ekonomiprogrammet,svenska 3,10433896,"14,8"
estetiska programmet,svenska 3,10433896,"13,4"
samhällsvetenskapsprogrammet,svenska 3,10433896,"14,1"
teknikprogrammet,svenska 3,10433896,"11,9"
estetiska programmet,svenska 3,43154449,"13,8"
teknikprogrammet,svenska 3,43154449,"12,5"
ekonomiprogrammet,svenska 3,49170638,"15,0"
naturvetenskapsprogrammet,svenska 3,49170638,"12,0"
samhällsvetenskapsprogrammet,svenska 3,49170638,"10,0"
ekonomiprogrammet,svenska 3,25379974,..
naturvetenskapsprogrammet,svenska 3,25379974,..
samhällsvetenskapsprogrammet,svenska 3,25379974,"14,4"
samhällsvetenskapsprogrammet,svenska 3,88025221,"11,9"
samhällsvetenskapsprogrammet,svenska 3,56041699,..
samhällsvetenskapsprogrammet,svenska 3,45111086,"11,5"
ekonomiprogrammet,svenska 3,70955448,"13,2"
naturvetenskapsprogrammet,svenska 3,70955448,"14,5"
samhällsvetenskapsprogrammet,svenska 3,70955448,"14,1"
teknikprogrammet,svenska 3,68824244,"11,1"
naturvetenskapsprogrammet,svenska 3,46707989,"16,6"
estetiska programmet,svenska 3,46986216,"13,6"
humanistiska programmet,svenska 3,46986216,"19,0"
samhällsvetenskapsprogrammet,svenska 3,67924816,"15,5"
ekonomiprogrammet,svenska 3,92805465,"14,5"
estetiska programmet,svenska 3,16720048,"12,1"
ekonomiprogrammet,svenska 3,61176909,"13,3"
naturvetenskapsprogrammet,svenska 3,61176909,"14,9"
samhällsvetenskapsprogrammet,svenska 3,61176909,"12,3"
teknikprogrammet,svenska 3,43479922,"11,5"
teknikprogrammet,svenska 3,28391147,"13,5"
ekonomiprogrammet,svenska 3,21778322,"12,1"
naturvetenskapsprogrammet,svenska 3,21778322,"13,2"
samhällsvetenskapsprogrammet,svenska 3,21778322,"11,1"
ekonomiprogrammet,svenska 3,31380193,..
samhällsvetenskapsprogrammet,svenska 3,31380193,..
ekonomiprogrammet,svenska 3,62612992,"11,8"
naturvetenskapsprogrammet,svenska 3,62612992,"15,2"
teknikprogrammet,svenska 3,62612992,"12,3"
estetiska programmet,svenska 3,85485803,"10,5"
samhällsvetenskapsprogrammet,svenska 3,85485803,"10,9"
ekonomiprogrammet,svenska 3,16848652,"17,0"
estetiska programmet,svenska 3,88429477,..
naturvetenskapsprogrammet,svenska 3,88429477,"15,0"
samhällsvetenskapsprogrammet,svenska 3,88429477,"16,8"
teknikprogrammet,svenska 3,88429477,"16,3"
ekonomiprogrammet,svenska 3,15149235,"15,0"
naturvetenskapsprogrammet,svenska 3,15149235,"16,3"
samhällsvetenskapsprogrammet,svenska 3,15149235,"13,4"
teknikprogrammet,svenska 3,15149235,"15,0"
naturvetenskapsprogrammet,svenska 3,13981977,"12,2"
teknikprogrammet,svenska 3,13981977,..
ekonomiprogrammet,svenska 3,24538846,"15,2"
samhällsvetenskapsprogrammet,svenska 3,24538846,"10,0"
ekonomiprogrammet,svenska 3,67058407,"13,6"
naturvetenskapsprogrammet,svenska 3,67058407,"15,7"
samhällsvetenskapsprogrammet,svenska 3,67058407,"15,4"
teknikprogrammet,svenska 3,67058407,..
naturvetenskapsprogrammet,svenska 3,15791044,"16,3"
samhällsvetenskapsprogrammet,svenska 3,15791044,"10,7"
teknikprogrammet,svenska 3,15791044,..
ekonomiprogrammet,svenska 3,65392939,"16,2"
humanistiska programmet,svenska 3,65392939,..
samhällsvetenskapsprogrammet,svenska 3,65392939,"15,1"
teknikprogrammet,svenska 3,65392939,"15,4"
ekonomiprogrammet,svenska 3,98696836,"12,4"
estetiska programmet,svenska 3,98696836,"11,1"
teknikprogrammet,svenska 3,82160887,"13,2"
naturvetenskapsprogrammet,svenska 3,64908550,"14,6"
naturvetenskapsprogrammet,svenska 3,77358716,"16,6"
samhällsvetenskapsprogrammet,svenska 3,77358716,"16,5"
ekonomiprogrammet,svenska 3,49739986,"12,2"
estetiska programmet,svenska 3,49739986,"16,0"
samhällsvetenskapsprogrammet,svenska 3,49739986,"13,4"
estetiska programmet,svenska 3,29225010,"12,5"
teknikprogrammet,svenska 3,29225010,"13,0"
ekonomiprogrammet,svenska 3,92192566,"13,4"
naturvetenskapsprogrammet,svenska 3,92192566,"13,2"
samhällsvetenskapsprogrammet,svenska 3,92192566,"14,3"
estetiska programmet,svenska 3,56886667,"13,3"
humanistiska programmet,svenska 3,56886667,"14,4"
naturvetenskapsprogrammet,svenska 3,56886667,"13,8"
samhällsvetenskapsprogrammet,svenska 3,56886667,"12,3"
ekonomiprogrammet,svenska 3,65421426,"14,5"
naturvetenskapsprogrammet,svenska 3,65421426,"13,8"
samhällsvetenskapsprogrammet,svenska 3,65421426,"13,5"
samhällsvetenskapsprogrammet,svenska 3,62394916,..
estetiska programmet,svenska 3,67908927,"10,2"
ekonomiprogrammet,svenska 3,72071234,"15,4"
naturvetenskapsprogrammet,svenska 3,72071234,"16,4"
samhällsvetenskapsprogrammet,svenska 3,72071234,"15,2"
teknikprogrammet,svenska 3,24349146,"13,2"
samhällsvetenskapsprogrammet,svenska 3,15933512,"14,4"
naturvetenskapsprogrammet,svenska 3,64693272,..
samhällsvetenskapsprogrammet,svenska 3,64693272,"15,0"
teknikprogrammet,svenska 3,64693272,..
estetiska programmet,svenska 3,18072172,..
samhällsvetenskapsprogrammet,svenska 3,18072172,..
teknikprogrammet,svenska 3,18072172,"10,0"
estetiska programmet,svenska 3,11341077,"10,7"
naturvetenskapsprogrammet,svenska 3,34988313,"13,8"
ekonomiprogrammet,svenska 3,28045567,"13,8"
samhällsvetenskapsprogrammet,svenska 3,28045567,"14,2"
teknikprogrammet,svenska 3,20768651,"15,7"
ekonomiprogrammet,svenska 3,38880984,"13,4"
naturvetenskapsprogrammet,svenska 3,38880984,"14,6"
teknikprogrammet,svenska 3,28872974,"11,2"
ekonomiprogrammet,svenska 3,18686599,"10,5"
naturvetenskapsprogrammet,svenska 3,18686599,"13,4"
samhällsvetenskapsprogrammet,svenska 3,18686599,"11,9"
samhällsvetenskapsprogrammet,svenska 3,93779220,"14,0"
estetiska programmet,svenska 3,77797484,"11,8"
humanistiska programmet,svenska 3,77797484,"12,9"
estetiska programmet,svenska 3,80785976,"12,3"
samhällsvetenskapsprogrammet,svenska 3,80785976,"14,0"
teknikprogrammet,svenska 3,80785976,"13,0"
humanistiska programmet,svenska 3,47559319,..
naturvetenskapsprogrammet,svenska 3,47559319,"15,5"
samhällsvetenskapsprogrammet,svenska 3,47559319,"11,1"
estetiska programmet,svenska 3,21532545,..
teknikprogrammet,svenska 3,21532545,..
samhällsvetenskapsprogrammet,svenska 3,56187883,"14,0"
ekonomiprogrammet,svenska 3,20752831,"12,2"
naturvetenskapsprogrammet,svenska 3,20752831,"14,6"
samhällsvetenskapsprogrammet,svenska 3,20752831,"15,6"
teknikprogrammet,svenska 3,20752831,"11,0"
ekonomiprogrammet,svenska 3,51023367,"11,8"
naturvetenskapsprogrammet,svenska 3,51023367,..
samhällsvetenskapsprogrammet,svenska 3,51023367,..
naturvetenskapsprogrammet,svenska 3,34739511,"15,0"
teknikprogrammet,svenska 3,34739511,"8,8"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,18345915,..
barn- och fritidsprogrammet,svenska som andraspråk 1,68229719,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,68229719,..
handels- och administrationsprogrammet,svenska som andraspråk 1,61004230,..
barn- och fritidsprogrammet,svenska som andraspråk 1,67768292,..
el- och energiprogrammet,svenska som andraspråk 1,67768292,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,67768292,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,67768292,..
handels- och administrationsprogrammet,svenska som andraspråk 1,71262305,..
fordons- och transportprogrammet,svenska som andraspråk 1,55795961,"11,3"
vård- och omsorgsprogrammet,svenska som andraspråk 1,82840198,..
barn- och fritidsprogrammet,svenska som andraspråk 1,89982804,..
handels- och administrationsprogrammet,svenska som andraspråk 1,89982804,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,19464342,"7,5"
vård- och omsorgsprogrammet,svenska som andraspråk 1,32960825,"12,5"
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,43609520,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,41416934,..
fordons- och transportprogrammet,svenska som andraspråk 1,41416934,"12,0"
barn- och fritidsprogrammet,svenska som andraspråk 1,73171934,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,83474173,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,83474173,"12,0"
el- och energiprogrammet,svenska som andraspråk 1,21866405,..
fordons- och transportprogrammet,svenska som andraspråk 1,21866405,"4,1"
barn- och fritidsprogrammet,svenska som andraspråk 1,74434644,..
handels- och administrationsprogrammet,svenska som andraspråk 1,74434644,"10,0"
vård- och omsorgsprogrammet,svenska som andraspråk 1,74434644,"10,0"
el- och energiprogrammet,svenska som andraspråk 1,42022406,"6,0"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,88445871,..
industritekniska programmet,svenska som andraspråk 1,88445871,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,88445871,..
handels- och administrationsprogrammet,svenska som andraspråk 1,18425335,"8,5"
vård- och omsorgsprogrammet,svenska som andraspråk 1,93281974,"3,8"
hotell- och turismprogrammet,svenska som andraspråk 1,23424275,..
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,23424275,"6,0"
hantverksprogrammet,svenska som andraspråk 1,19150273,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,25624692,..
el- och energiprogrammet,svenska som andraspråk 1,25624692,..
barn- och fritidsprogrammet,svenska som andraspråk 1,16554575,..
fordons- och transportprogrammet,svenska som andraspråk 1,25356960,"2,5"
el- och energiprogrammet,svenska som andraspråk 1,64284020,"8,8"
hantverksprogrammet,svenska som andraspråk 1,64284020,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,98132436,"6,4"
industritekniska programmet,svenska som andraspråk 1,98132436,..
barn- och fritidsprogrammet,svenska som andraspråk 1,60096875,"12,5"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,60096875,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,26334561,"11,6"
fordons- och transportprogrammet,svenska som andraspråk 1,40386043,"7,1"
industritekniska programmet,svenska som andraspråk 1,59483268,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,59483268,..
barn- och fritidsprogrammet,svenska som andraspråk 1,33685428,..
hotell- och turismprogrammet,svenska som andraspråk 1,88573795,..
el- och energiprogrammet,svenska som andraspråk 1,88259298,..
el- och energiprogrammet,svenska som andraspråk 1,73098153,..
industritekniska programmet,svenska som andraspråk 1,73098153,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,73098153,"5,0"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,75082798,..
el- och energiprogrammet,svenska som andraspråk 1,75082798,..
handels- och administrationsprogrammet,svenska som andraspråk 1,75082798,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,75082798,..
el- och energiprogrammet,svenska som andraspråk 1,23555409,"2,9"
el- och energiprogrammet,svenska som andraspråk 1,30341162,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,72266906,..
el- och energiprogrammet,svenska som andraspråk 1,72266906,"11,7"
handels- och administrationsprogrammet,svenska som andraspråk 1,27030026,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,12154972,"8,5"
fordons- och transportprogrammet,svenska som andraspråk 1,12154972,"11,3"
vvs- och fastighetsprogrammet,svenska som andraspråk 1,12154972,..
barn- och fritidsprogrammet,svenska som andraspråk 1,16950252,..
industritekniska programmet,svenska som andraspråk 1,16950252,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,34637764,"6,6"
hantverksprogrammet,svenska som andraspråk 1,73255276,..
hotell- och turismprogrammet,svenska som andraspråk 1,73255276,..
barn- och fritidsprogrammet,svenska som andraspråk 1,15077883,"6,0"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,15077883,..
el- och energiprogrammet,svenska som andraspråk 1,15077883,..
fordons- och transportprogrammet,svenska som andraspråk 1,15077883,..
handels- och administrationsprogrammet,svenska som andraspråk 1,15077883,"4,4"
vård- och omsorgsprogrammet,svenska som andraspråk 1,15077883,..
barn- och fritidsprogrammet,svenska som andraspråk 1,48434184,..
el- och energiprogrammet,svenska som andraspråk 1,48434184,..
fordons- och transportprogrammet,svenska som andraspråk 1,48434184,..
industritekniska programmet,svenska som andraspråk 1,48434184,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,48434184,..
hantverksprogrammet,svenska som andraspråk 1,58724424,..
hotell- och turismprogrammet,svenska som andraspråk 1,58724424,"7,9"
industritekniska programmet,svenska som andraspråk 1,17008320,"6,0"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,56737496,..
el- och energiprogrammet,svenska som andraspråk 1,56737496,..
handels- och administrationsprogrammet,svenska som andraspråk 1,56737496,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,88850910,"5,0"
barn- och fritidsprogrammet,svenska som andraspråk 1,93939982,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,25720752,..
barn- och fritidsprogrammet,svenska som andraspråk 1,55155562,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,55155562,..
barn- och fritidsprogrammet,svenska som andraspråk 1,31533003,"5,4"
hantverksprogrammet,svenska som andraspråk 1,31429031,..
hotell- och turismprogrammet,svenska som andraspråk 1,31429031,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,31429031,"7,5"
restaurang- och livsmedelsprogrammet,svenska som andraspråk 1,16361868,..
fordons- och transportprogrammet,svenska som andraspråk 1,24008049,..
el- och energiprogrammet,svenska som andraspråk 1,36680097,..
handels- och administrationsprogrammet,svenska som andraspråk 1,87756916,..
el- och energiprogrammet,svenska som andraspråk 1,59734510,"8,0"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,19586169,..
el- och energiprogrammet,svenska som andraspråk 1,19586169,..
handels- och administrationsprogrammet,svenska som andraspråk 1,19586169,..
hantverksprogrammet,svenska som andraspråk 1,19586169,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,19586169,"9,0"
bygg- och anläggningsprogrammet,svenska som andraspråk 1,24273261,..
industritekniska programmet,svenska som andraspråk 1,95683850,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,95683850,..
bygg- och anläggningsprogrammet,svenska som andraspråk 1,59455288,..
vård- och omsorgsprogrammet,svenska som andraspråk 1,59455288,..
naturbruksprogrammet,svenska som andraspråk 1,82163292,..
handels- och administrationsprogrammet,svenska som andraspråk 1,25679488,..
