program,skolkod,antal_elever
yrkesprogram,17675502,28
yrkesprogram,75600007,11
yrkesprogram,15278518,45
yrkesprogram,15390992,65
yrkesprogram,63943560,16
yrkesprogram,85516596,69
yrkesprogram,31998226,..
yrkesprogram,38236800,48
yrkesprogram,59026584,171
yrkesprogram,79829846,42
yrkesprogram,20061769,12
yrkesprogram,65458415,..
yrkesprogram,95154882,..
yrkesprogram,52333875,43
yrkesprogram,65666808,90
yrkesprogram,24397215,44
yrkesprogram,30677562,80
yrkesprogram,85054102,21
yrkesprogram,87274273,16
yrkesprogram,24759907,17
yrkesprogram,41631104,16
yrkesprogram,80357110,23
yrkesprogram,18451445,..
yrkesprogram,93367005,37
yrkesprogram,16501673,38
yrkesprogram,26298615,46
yrkesprogram,50104466,..
yrkesprogram,79845033,27
yrkesprogram,41099519,25
yrkesprogram,59386837,51
yrkesprogram,21627442,55
yrkesprogram,17276047,20
yrkesprogram,73217812,38
yrkesprogram,48244956,20
yrkesprogram,36769815,23
yrkesprogram,16931486,21
yrkesprogram,92489953,27
yrkesprogram,43873969,14
yrkesprogram,55825382,16
yrkesprogram,19306558,..
yrkesprogram,24993048,..
yrkesprogram,70132092,59
yrkesprogram,65034473,..
yrkesprogram,13084253,26
yrkesprogram,32321364,11
yrkesprogram,59942080,..
yrkesprogram,66273269,14
yrkesprogram,82888663,59
yrkesprogram,11275959,67
yrkesprogram,58518163,14
yrkesprogram,50615280,18
yrkesprogram,19035583,38
yrkesprogram,27993549,74
yrkesprogram,37912396,11
yrkesprogram,90312942,84
yrkesprogram,19839859,15
yrkesprogram,80280597,..
yrkesprogram,67628478,..
yrkesprogram,37517404,..
yrkesprogram,29159460,50
yrkesprogram,43601850,33
yrkesprogram,89630851,43
yrkesprogram,86351879,38
yrkesprogram,14586562,..
yrkesprogram,74322969,34
yrkesprogram,90260899,19
yrkesprogram,69302313,23
yrkesprogram,31057219,67
yrkesprogram,27079521,37
yrkesprogram,64579522,25
yrkesprogram,65234368,63
yrkesprogram,34381901,47
yrkesprogram,96414537,31
yrkesprogram,99394620,15
yrkesprogram,95368476,18
yrkesprogram,14853321,28
yrkesprogram,76448076,50
yrkesprogram,31537066,15
yrkesprogram,86488203,33
yrkesprogram,25156286,10
yrkesprogram,92949043,24
yrkesprogram,92818240,79
yrkesprogram,84329061,63
yrkesprogram,71969230,21
yrkesprogram,91048178,59
yrkesprogram,76942525,26
yrkesprogram,31486865,25
yrkesprogram,10373112,..
yrkesprogram,61720981,71
yrkesprogram,25698509,38
yrkesprogram,50424828,74
yrkesprogram,82931004,19
yrkesprogram,83584125,17
yrkesprogram,16496466,10
yrkesprogram,12075195,16
yrkesprogram,62300682,19
yrkesprogram,65265211,29
yrkesprogram,97191332,29
yrkesprogram,71938440,14
yrkesprogram,22811839,61
yrkesprogram,33205596,17
yrkesprogram,19930101,57
yrkesprogram,60727136,15
yrkesprogram,45132264,24
yrkesprogram,61647360,..
yrkesprogram,33657492,43
yrkesprogram,61622991,72
yrkesprogram,66644568,36
yrkesprogram,93659517,57
yrkesprogram,61175914,17
yrkesprogram,73316818,32
yrkesprogram,27859889,13
yrkesprogram,29161632,..
yrkesprogram,45541222,11
yrkesprogram,63451147,12
yrkesprogram,61197669,..
yrkesprogram,17812651,21
yrkesprogram,57668673,25
yrkesprogram,69040241,10
yrkesprogram,91905819,30
yrkesprogram,54882637,16
yrkesprogram,53923398,73
yrkesprogram,47844862,27
yrkesprogram,22239675,21
yrkesprogram,72984079,17
yrkesprogram,36480690,26
yrkesprogram,24787883,16
yrkesprogram,52048443,15
yrkesprogram,32550660,16
yrkesprogram,59599256,31
yrkesprogram,69865450,50
yrkesprogram,31112935,30
yrkesprogram,90509211,33
yrkesprogram,37316242,87
yrkesprogram,20173336,66
yrkesprogram,49872493,29
yrkesprogram,39147056,53
yrkesprogram,11953769,10
yrkesprogram,28646435,25
yrkesprogram,50393060,25
yrkesprogram,85788659,26
yrkesprogram,95340745,26
yrkesprogram,59521477,39
yrkesprogram,92442684,48
yrkesprogram,38544187,47
yrkesprogram,54599691,32
yrkesprogram,54467211,90
yrkesprogram,23517683,19
yrkesprogram,82251333,50
yrkesprogram,99864908,16
yrkesprogram,27106031,24
yrkesprogram,59463950,28
yrkesprogram,63931325,61
yrkesprogram,57391913,21
yrkesprogram,75374280,27
yrkesprogram,46148350,23
yrkesprogram,50133877,42
yrkesprogram,49868916,49
yrkesprogram,90240730,77
yrkesprogram,84908877,31
yrkesprogram,24277564,21
yrkesprogram,88956420,..
yrkesprogram,34002355,39
yrkesprogram,36355200,24
yrkesprogram,96920524,19
yrkesprogram,18217765,16
yrkesprogram,60919765,..
yrkesprogram,14677676,33
yrkesprogram,96152872,46
yrkesprogram,77835341,12
yrkesprogram,70803636,24
yrkesprogram,23797825,21
yrkesprogram,44738639,16
yrkesprogram,77712952,20
yrkesprogram,92009807,78
yrkesprogram,10433896,13
yrkesprogram,10342448,46
yrkesprogram,43154449,17
yrkesprogram,98032567,..
yrkesprogram,96194948,27
yrkesprogram,25955541,48
yrkesprogram,88025221,26
yrkesprogram,14799321,29
yrkesprogram,56041699,25
yrkesprogram,70955448,15
yrkesprogram,68824244,41
yrkesprogram,90685868,61
yrkesprogram,24501884,43
yrkesprogram,56084099,29
yrkesprogram,80711021,93
yrkesprogram,17648596,55
yrkesprogram,16720048,39
yrkesprogram,39341381,12
yrkesprogram,60088179,61
yrkesprogram,28391147,67
yrkesprogram,29209307,28
yrkesprogram,21778322,19
yrkesprogram,31380193,17
yrkesprogram,90290154,30
yrkesprogram,25847233,71
yrkesprogram,92816527,86
yrkesprogram,16848652,16
yrkesprogram,94975733,31
yrkesprogram,56802300,17
yrkesprogram,15149235,23
yrkesprogram,77379848,10
yrkesprogram,13981977,..
yrkesprogram,24538846,..
yrkesprogram,36886750,18
yrkesprogram,67422309,35
yrkesprogram,67058407,11
yrkesprogram,34421265,63
yrkesprogram,15791044,..
yrkesprogram,98696836,29
yrkesprogram,82160887,54
yrkesprogram,23175129,18
yrkesprogram,77358716,18
yrkesprogram,29225010,19
yrkesprogram,33249781,52
yrkesprogram,64648566,24
yrkesprogram,18691102,13
yrkesprogram,70302356,25
yrkesprogram,65421426,36
yrkesprogram,24349146,170
yrkesprogram,83605345,18
yrkesprogram,15933512,146
yrkesprogram,12198363,..
yrkesprogram,47692481,46
yrkesprogram,64693272,13
yrkesprogram,18072172,..
yrkesprogram,85188855,23
yrkesprogram,39528347,36
yrkesprogram,85473846,74
yrkesprogram,29744774,..
yrkesprogram,89690587,47
yrkesprogram,20768651,..
yrkesprogram,32239920,65
yrkesprogram,98781765,69
yrkesprogram,87112995,28
yrkesprogram,18686599,..
yrkesprogram,93779220,18
yrkesprogram,53279140,47
yrkesprogram,80785976,20
yrkesprogram,47559319,14
yrkesprogram,21532545,..
yrkesprogram,56187883,56
yrkesprogram,51023367,47
yrkesprogram,95069937,18
yrkesprogram,52690153,16
barn- och fritidsprogrammet,93221031,..
barn- och fritidsprogrammet,68229719,..
barn- och fritidsprogrammet,84947634,..
barn- och fritidsprogrammet,89982804,15
barn- och fritidsprogrammet,60743463,..
barn- och fritidsprogrammet,73171934,..
barn- och fritidsprogrammet,74434644,19
barn- och fritidsprogrammet,93281974,11
barn- och fritidsprogrammet,23424275,..
barn- och fritidsprogrammet,16554575,27
barn- och fritidsprogrammet,60096875,12
barn- och fritidsprogrammet,40386043,..
barn- och fritidsprogrammet,33685428,..
barn- och fritidsprogrammet,10924758,19
barn- och fritidsprogrammet,75082798,14
barn- och fritidsprogrammet,16950252,13
barn- och fritidsprogrammet,15077883,14
barn- och fritidsprogrammet,48434184,11
barn- och fritidsprogrammet,51138448,16
barn- och fritidsprogrammet,93939982,28
barn- och fritidsprogrammet,31533003,25
barn- och fritidsprogrammet,24273261,..
barn- och fritidsprogrammet,59455288,..
barn- och fritidsprogrammet,25677996,10
barn- och fritidsprogrammet,31279294,..
barn- och fritidsprogrammet,36782335,12
barn- och fritidsprogrammet,90551279,33
barn- och fritidsprogrammet,93062368,..
barn- och fritidsprogrammet,69626109,43
barn- och fritidsprogrammet,10638939,20
barn- och fritidsprogrammet,72127035,..
barn- och fritidsprogrammet,85003442,14
barn- och fritidsprogrammet,98052678,..
barn- och fritidsprogrammet,32671805,..
barn- och fritidsprogrammet,16313848,36
barn- och fritidsprogrammet,54172830,..
barn- och fritidsprogrammet,75458014,..
barn- och fritidsprogrammet,78023197,19
barn- och fritidsprogrammet,40991561,..
barn- och fritidsprogrammet,70923626,14
barn- och fritidsprogrammet,76877530,..
barn- och fritidsprogrammet,47046103,..
barn- och fritidsprogrammet,19560192,22
barn- och fritidsprogrammet,98053087,14
barn- och fritidsprogrammet,46660042,36
barn- och fritidsprogrammet,67783774,..
barn- och fritidsprogrammet,85214294,17
barn- och fritidsprogrammet,12279302,11
barn- och fritidsprogrammet,91984508,33
barn- och fritidsprogrammet,40667807,..
barn- och fritidsprogrammet,40634612,..
barn- och fritidsprogrammet,80762863,40
barn- och fritidsprogrammet,64574972,..
barn- och fritidsprogrammet,30530571,..
barn- och fritidsprogrammet,96024712,28
barn- och fritidsprogrammet,27115998,18
barn- och fritidsprogrammet,39583059,19
barn- och fritidsprogrammet,38645259,..
barn- och fritidsprogrammet,46145886,..
barn- och fritidsprogrammet,27041885,13
barn- och fritidsprogrammet,48722826,17
barn- och fritidsprogrammet,97596286,27
barn- och fritidsprogrammet,67554405,13
barn- och fritidsprogrammet,56021320,11
barn- och fritidsprogrammet,23457902,..
barn- och fritidsprogrammet,57397381,14
barn- och fritidsprogrammet,72022487,..
barn- och fritidsprogrammet,70969556,..
barn- och fritidsprogrammet,28248021,..
barn- och fritidsprogrammet,44417214,10
barn- och fritidsprogrammet,25025681,13
barn- och fritidsprogrammet,14102256,20
barn- och fritidsprogrammet,75082280,14
barn- och fritidsprogrammet,39096170,17
barn- och fritidsprogrammet,69240218,13
barn- och fritidsprogrammet,82002016,..
barn- och fritidsprogrammet,23306658,..
barn- och fritidsprogrammet,94090461,15
barn- och fritidsprogrammet,63035915,38
barn- och fritidsprogrammet,50821167,..
barn- och fritidsprogrammet,68748767,18
barn- och fritidsprogrammet,20984584,..
barn- och fritidsprogrammet,25648215,20
barn- och fritidsprogrammet,11608031,15
barn- och fritidsprogrammet,13006857,10
barn- och fritidsprogrammet,16956086,..
barn- och fritidsprogrammet,58187973,..
barn- och fritidsprogrammet,88894245,..
barn- och fritidsprogrammet,71160225,18
barn- och fritidsprogrammet,44672598,19
barn- och fritidsprogrammet,22220001,11
barn- och fritidsprogrammet,71353314,..
barn- och fritidsprogrammet,69471748,10
barn- och fritidsprogrammet,93239262,47
barn- och fritidsprogrammet,13963517,..
barn- och fritidsprogrammet,68655578,23
barn- och fritidsprogrammet,31179045,21
barn- och fritidsprogrammet,59655752,..
barn- och fritidsprogrammet,18711877,..
barn- och fritidsprogrammet,67071618,18
barn- och fritidsprogrammet,18617410,16
barn- och fritidsprogrammet,40338843,15
barn- och fritidsprogrammet,14292382,..
barn- och fritidsprogrammet,87859089,..
barn- och fritidsprogrammet,98908403,11
barn- och fritidsprogrammet,24982097,..
barn- och fritidsprogrammet,68597767,..
barn- och fritidsprogrammet,38048202,23
barn- och fritidsprogrammet,90990441,..
barn- och fritidsprogrammet,40575001,24
barn- och fritidsprogrammet,26508763,11
barn- och fritidsprogrammet,76903284,..
barn- och fritidsprogrammet,69747871,..
barn- och fritidsprogrammet,79346084,23
barn- och fritidsprogrammet,89816391,..
barn- och fritidsprogrammet,53903798,26
barn- och fritidsprogrammet,33132452,21
barn- och fritidsprogrammet,17675502,28
barn- och fritidsprogrammet,75600007,11
barn- och fritidsprogrammet,85516596,12
barn- och fritidsprogrammet,50104466,..
barn- och fritidsprogrammet,59386837,10
barn- och fritidsprogrammet,43873969,14
barn- och fritidsprogrammet,24993048,..
barn- och fritidsprogrammet,58518163,14
barn- och fritidsprogrammet,29159460,13
barn- och fritidsprogrammet,89630851,27
barn- och fritidsprogrammet,86351879,15
barn- och fritidsprogrammet,74322969,..
barn- och fritidsprogrammet,64579522,14
barn- och fritidsprogrammet,14853321,..
barn- och fritidsprogrammet,86488203,16
barn- och fritidsprogrammet,84329061,..
barn- och fritidsprogrammet,71969230,..
barn- och fritidsprogrammet,31486865,25
barn- och fritidsprogrammet,61720981,16
barn- och fritidsprogrammet,50424828,..
barn- och fritidsprogrammet,83584125,17
barn- och fritidsprogrammet,65265211,..
barn- och fritidsprogrammet,66644568,36
barn- och fritidsprogrammet,61175914,..
barn- och fritidsprogrammet,29161632,..
barn- och fritidsprogrammet,36480690,..
barn- och fritidsprogrammet,32550660,16
barn- och fritidsprogrammet,37316242,..
barn- och fritidsprogrammet,50393060,..
barn- och fritidsprogrammet,95340745,..
barn- och fritidsprogrammet,59521477,..
barn- och fritidsprogrammet,46148350,..
barn- och fritidsprogrammet,49868916,30
barn- och fritidsprogrammet,84908877,14
barn- och fritidsprogrammet,24277564,..
barn- och fritidsprogrammet,36355200,..
barn- och fritidsprogrammet,88025221,26
barn- och fritidsprogrammet,56041699,..
barn- och fritidsprogrammet,70955448,15
barn- och fritidsprogrammet,60088179,20
barn- och fritidsprogrammet,25847233,23
barn- och fritidsprogrammet,16848652,..
barn- och fritidsprogrammet,56802300,..
barn- och fritidsprogrammet,36886750,..
barn- och fritidsprogrammet,67422309,..
barn- och fritidsprogrammet,82160887,15
barn- och fritidsprogrammet,64648566,..
barn- och fritidsprogrammet,15933512,27
barn- och fritidsprogrammet,12198363,..
barn- och fritidsprogrammet,64693272,..
barn- och fritidsprogrammet,89690587,19
barn- och fritidsprogrammet,18686599,..
barn- och fritidsprogrammet,93779220,18
barn- och fritidsprogrammet,80785976,..
barn- och fritidsprogrammet,47559319,14
barn- och fritidsprogrammet,52690153,..
bygg- och anläggningsprogrammet,93221031,..
bygg- och anläggningsprogrammet,18345915,17
bygg- och anläggningsprogrammet,97870412,14
bygg- och anläggningsprogrammet,18208087,11
bygg- och anläggningsprogrammet,41416934,28
bygg- och anläggningsprogrammet,21567982,13
bygg- och anläggningsprogrammet,83474173,15
bygg- och anläggningsprogrammet,88445871,55
bygg- och anläggningsprogrammet,25624692,..
bygg- och anläggningsprogrammet,25356960,15
bygg- och anläggningsprogrammet,98132436,53
bygg- och anläggningsprogrammet,60096875,14
bygg- och anläggningsprogrammet,29324709,11
bygg- och anläggningsprogrammet,26864271,15
