program,provnamn,skol_kod,andel_c
samhällsvetenskapsprogrammet,engelska 6,72127035,..
teknikprogrammet,engelska 6,70969714,"37,5"
estetiska programmet,engelska 6,68734112,.
humanistiska programmet,engelska 6,68734112,.
samhällsvetenskapsprogrammet,engelska 6,68734112,"36,8"
ekonomiprogrammet,engelska 6,71922787,"23,1"
samhällsvetenskapsprogrammet,engelska 6,31843016,..
hotell- och turismprogrammet,engelska 6,74148070,..
naturvetenskapsprogrammet,engelska 6,74148070,"33,3"
ekonomiprogrammet,engelska 6,92507006,"40,7"
samhällsvetenskapsprogrammet,engelska 6,92507006,"32,2"
estetiska programmet,engelska 6,44653962,..
samhällsvetenskapsprogrammet,engelska 6,44653962,..
ekonomiprogrammet,engelska 6,20100577,"29,6"
teknikprogrammet,engelska 6,81993306,"26,6"
estetiska programmet,engelska 6,47264019,"25,8"
teknikprogrammet,engelska 6,47264019,"31,6"
samhällsvetenskapsprogrammet,engelska 6,50198492,"30,1"
ekonomiprogrammet,engelska 6,48438396,"15,9"
naturvetenskapsprogrammet,engelska 6,98052678,"34,7"
estetiska programmet,engelska 6,20099064,"25,4"
hotell- och turismprogrammet,engelska 6,44341171,..
estetiska programmet,engelska 6,16313848,"30,0"
naturvetenskapsprogrammet,engelska 6,16313848,"28,2"
samhällsvetenskapsprogrammet,engelska 6,16313848,"27,3"
teknikprogrammet,engelska 6,16313848,"22,1"
ekonomiprogrammet,engelska 6,79606767,"33,3"
ekonomiprogrammet,engelska 6,11294673,..
naturvetenskapsprogrammet,engelska 6,11294673,"46,7"
samhällsvetenskapsprogrammet,engelska 6,11294673,"40,0"
ekonomiprogrammet,engelska 6,86327236,..
naturvetenskapsprogrammet,engelska 6,86327236,..
samhällsvetenskapsprogrammet,engelska 6,86327236,..
teknikprogrammet,engelska 6,86327236,..
samhällsvetenskapsprogrammet,engelska 6,41745951,"25,8"
naturvetenskapsprogrammet,engelska 6,83137205,..
samhällsvetenskapsprogrammet,engelska 6,83137205,..
hotell- och turismprogrammet,engelska 6,28398531,"25,0"
samhällsvetenskapsprogrammet,engelska 6,28398531,"42,9"
teknikprogrammet,engelska 6,28398531,..
ekonomiprogrammet,engelska 6,66335258,"26,3"
samhällsvetenskapsprogrammet,engelska 6,66335258,"28,0"
ekonomiprogrammet,engelska 6,54172830,"37,9"
naturvetenskapsprogrammet,engelska 6,54172830,"33,3"
samhällsvetenskapsprogrammet,engelska 6,54172830,"22,2"
naturvetenskapsprogrammet,engelska 6,65136104,..
samhällsvetenskapsprogrammet,engelska 6,65136104,..
estetiska programmet,engelska 6,79033948,"53,8"
teknikprogrammet,engelska 6,79033948,"22,9"
ekonomiprogrammet,engelska 6,56330385,"37,0"
naturvetenskapsprogrammet,engelska 6,56330385,..
samhällsvetenskapsprogrammet,engelska 6,56330385,..
naturvetenskapsprogrammet,engelska 6,20228162,"33,3"
samhällsvetenskapsprogrammet,engelska 6,20228162,"51,4"
estetiska programmet,engelska 6,68240485,"41,2"
teknikprogrammet,engelska 6,68240485,"35,7"
estetiska programmet,engelska 6,95046058,"36,7"
ekonomiprogrammet,engelska 6,44392995,"38,7"
estetiska programmet,engelska 6,44392995,"38,2"
humanistiska programmet,engelska 6,53462953,..
naturvetenskapsprogrammet,engelska 6,53462953,"34,1"
samhällsvetenskapsprogrammet,engelska 6,53462953,"21,9"
ekonomiprogrammet,engelska 6,60730660,"23,5"
naturvetenskapsprogrammet,engelska 6,60730660,..
samhällsvetenskapsprogrammet,engelska 6,60730660,..
hotell- och turismprogrammet,engelska 6,80327946,..
ekonomiprogrammet,engelska 6,82592568,"41,2"
naturvetenskapsprogrammet,engelska 6,82592568,"44,4"
samhällsvetenskapsprogrammet,engelska 6,82592568,"33,3"
naturvetenskapsprogrammet,engelska 6,78875918,"18,9"
teknikprogrammet,engelska 6,78875918,"34,0"
naturvetenskapsprogrammet,engelska 6,86385479,..
samhällsvetenskapsprogrammet,engelska 6,86385479,..
teknikprogrammet,engelska 6,86385479,..
ekonomiprogrammet,engelska 6,49862313,"32,3"
naturvetenskapsprogrammet,engelska 6,49862313,"38,5"
samhällsvetenskapsprogrammet,engelska 6,49862313,"20,0"
teknikprogrammet,engelska 6,49862313,..
estetiska programmet,engelska 6,99838438,..
teknikprogrammet,engelska 6,99838438,"28,0"
ekonomiprogrammet,engelska 6,42859669,"29,3"
naturvetenskapsprogrammet,engelska 6,42859669,"43,3"
samhällsvetenskapsprogrammet,engelska 6,42859669,..
teknikprogrammet,engelska 6,42859669,"33,3"
hotell- och turismprogrammet,engelska 6,70923626,..
ekonomiprogrammet,engelska 6,99592025,"38,5"
naturvetenskapsprogrammet,engelska 6,99592025,"30,9"
samhällsvetenskapsprogrammet,engelska 6,99592025,"24,1"
teknikprogrammet,engelska 6,99592025,"25,6"
ekonomiprogrammet,engelska 6,34247736,"31,5"
samhällsvetenskapsprogrammet,engelska 6,34247736,"25,0"
naturvetenskapsprogrammet,engelska 6,47550455,"28,6"
teknikprogrammet,engelska 6,47550455,"34,4"
ekonomiprogrammet,engelska 6,76877530,..
estetiska programmet,engelska 6,76877530,"44,0"
samhällsvetenskapsprogrammet,engelska 6,76877530,"31,6"
ekonomiprogrammet,engelska 6,43826783,..
ekonomiprogrammet,engelska 6,58125096,"30,0"
naturvetenskapsprogrammet,engelska 6,58125096,"27,3"
samhällsvetenskapsprogrammet,engelska 6,58125096,"26,9"
teknikprogrammet,engelska 6,58125096,"27,8"
samhällsvetenskapsprogrammet,engelska 6,82914148,..
teknikprogrammet,engelska 6,82914148,..
naturvetenskapsprogrammet,engelska 6,20620556,..
samhällsvetenskapsprogrammet,engelska 6,20620556,..
estetiska programmet,engelska 6,77839100,..
ekonomiprogrammet,engelska 6,17173461,..
naturvetenskapsprogrammet,engelska 6,17173461,.
samhällsvetenskapsprogrammet,engelska 6,17173461,..
estetiska programmet,engelska 6,55535552,"47,4"
ekonomiprogrammet,engelska 6,30468157,"31,0"
humanistiska programmet,engelska 6,30468157,..
naturvetenskapsprogrammet,engelska 6,30468157,"35,7"
samhällsvetenskapsprogrammet,engelska 6,30468157,"32,1"
teknikprogrammet,engelska 6,30468157,"44,8"
estetiska programmet,engelska 6,92533079,"30,8"
naturvetenskapsprogrammet,engelska 6,61528940,"26,5"
ekonomiprogrammet,engelska 6,23681822,"41,1"
samhällsvetenskapsprogrammet,engelska 6,66861851,"35,8"
teknikprogrammet,engelska 6,72206824,"34,0"
ekonomiprogrammet,engelska 6,92858957,"37,3"
estetiska programmet,engelska 6,92858957,..
naturvetenskapsprogrammet,engelska 6,92858957,"32,7"
samhällsvetenskapsprogrammet,engelska 6,92858957,"28,8"
teknikprogrammet,engelska 6,92858957,"36,9"
naturvetenskapsprogrammet,engelska 6,44113417,..
samhällsvetenskapsprogrammet,engelska 6,44113417,"36,6"
teknikprogrammet,engelska 6,44113417,"18,4"
ekonomiprogrammet,engelska 6,39555838,..
naturvetenskapsprogrammet,engelska 6,39555838,..
samhällsvetenskapsprogrammet,engelska 6,39555838,..
teknikprogrammet,engelska 6,39555838,..
naturvetenskapsprogrammet,engelska 6,85214294,.
samhällsvetenskapsprogrammet,engelska 6,85214294,..
ekonomiprogrammet,engelska 6,82084961,..
estetiska programmet,engelska 6,82084961,..
naturvetenskapsprogrammet,engelska 6,82084961,"31,5"
samhällsvetenskapsprogrammet,engelska 6,82084961,..
teknikprogrammet,engelska 6,82084961,"29,3"
teknikprogrammet,engelska 6,46162400,"63,6"
teknikprogrammet,engelska 6,67279263,"35,7"
naturvetenskapsprogrammet,engelska 6,51210136,"29,3"
ekonomiprogrammet,engelska 6,73829818,"31,0"
samhällsvetenskapsprogrammet,engelska 6,73829818,"25,4"
ekonomiprogrammet,engelska 6,18881773,..
samhällsvetenskapsprogrammet,engelska 6,18881773,.
estetiska programmet,engelska 6,50908408,..
samhällsvetenskapsprogrammet,engelska 6,50908408,..
estetiska programmet,engelska 6,18594470,"26,5"
teknikprogrammet,engelska 6,18594470,..
samhällsvetenskapsprogrammet,engelska 6,69271071,..
humanistiska programmet,engelska 6,78295411,..
samhällsvetenskapsprogrammet,engelska 6,78295411,"32,1"
hotell- och turismprogrammet,engelska 6,80686587,..
naturvetenskapsprogrammet,engelska 6,80686587,"29,6"
estetiska programmet,engelska 6,72232853,"32,1"
ekonomiprogrammet,engelska 6,12279302,..
samhällsvetenskapsprogrammet,engelska 6,12279302,..
ekonomiprogrammet,engelska 6,64205087,"33,9"
naturvetenskapsprogrammet,engelska 6,40667807,"35,3"
teknikprogrammet,engelska 6,40667807,..
ekonomiprogrammet,engelska 6,18091973,..
estetiska programmet,engelska 6,18091973,..
samhällsvetenskapsprogrammet,engelska 6,18091973,..
ekonomiprogrammet,engelska 6,88466776,..
naturvetenskapsprogrammet,engelska 6,88466776,..
samhällsvetenskapsprogrammet,engelska 6,88466776,..
teknikprogrammet,engelska 6,88466776,..
ekonomiprogrammet,engelska 6,40634612,..
estetiska programmet,engelska 6,40634612,.
samhällsvetenskapsprogrammet,engelska 6,40634612,..
teknikprogrammet,engelska 6,40634612,..
hotell- och turismprogrammet,engelska 6,62439199,..
estetiska programmet,engelska 6,66132676,"26,5"
naturvetenskapsprogrammet,engelska 6,57942242,"27,3"
naturvetenskapsprogrammet,engelska 6,77688926,"38,8"
teknikprogrammet,engelska 6,14508922,"47,4"
ekonomiprogrammet,engelska 6,37358234,..
samhällsvetenskapsprogrammet,engelska 6,37358234,..
samhällsvetenskapsprogrammet,engelska 6,21008461,"34,5"
ekonomiprogrammet,engelska 6,54606928,"36,3"
samhällsvetenskapsprogrammet,engelska 6,53893730,"25,3"
estetiska programmet,engelska 6,64574972,..
samhällsvetenskapsprogrammet,engelska 6,64574972,"36,4"
hotell- och turismprogrammet,engelska 6,19741742,..
ekonomiprogrammet,engelska 6,19741742,"43,2"
naturvetenskapsprogrammet,engelska 6,29032715,"34,3"
teknikprogrammet,engelska 6,29032715,"43,8"
estetiska programmet,engelska 6,48931433,..
naturvetenskapsprogrammet,engelska 6,48931433,"36,4"
samhällsvetenskapsprogrammet,engelska 6,48931433,"30,4"
hotell- och turismprogrammet,engelska 6,30530571,..
ekonomiprogrammet,engelska 6,30530571,"39,2"
samhällsvetenskapsprogrammet,engelska 6,30530571,"31,5"
naturvetenskapsprogrammet,engelska 6,96024712,"32,2"
teknikprogrammet,engelska 6,96024712,"35,1"
ekonomiprogrammet,engelska 6,30458073,..
naturvetenskapsprogrammet,engelska 6,30458073,..
samhällsvetenskapsprogrammet,engelska 6,30458073,..
estetiska programmet,engelska 6,85800840,"33,3"
estetiska programmet,engelska 6,68920727,"54,5"
samhällsvetenskapsprogrammet,engelska 6,68920727,..
ekonomiprogrammet,engelska 6,27115998,"21,2"
naturvetenskapsprogrammet,engelska 6,27115998,"35,7"
samhällsvetenskapsprogrammet,engelska 6,27115998,..
teknikprogrammet,engelska 6,27115998,..
estetiska programmet,engelska 6,41867682,"27,8"
teknikprogrammet,engelska 6,41867682,"47,1"
ekonomiprogrammet,engelska 6,79516949,..
estetiska programmet,engelska 6,79516949,"35,0"
naturvetenskapsprogrammet,engelska 6,79516949,"40,0"
samhällsvetenskapsprogrammet,engelska 6,79516949,"28,6"
teknikprogrammet,engelska 6,79516949,"33,3"
estetiska programmet,engelska 6,96684210,"28,8"
humanistiska programmet,engelska 6,96684210,..
samhällsvetenskapsprogrammet,engelska 6,96684210,"32,9"
ekonomiprogrammet,engelska 6,87207941,"38,2"
naturvetenskapsprogrammet,engelska 6,87207941,"41,7"
samhällsvetenskapsprogrammet,engelska 6,87207941,"32,0"
hotell- och turismprogrammet,engelska 6,11673760,..
ekonomiprogrammet,engelska 6,11673760,"22,0"
naturvetenskapsprogrammet,engelska 6,46574937,"27,5"
teknikprogrammet,engelska 6,46574937,"38,3"
estetiska programmet,engelska 6,23836342,"42,3"
samhällsvetenskapsprogrammet,engelska 6,23836342,"23,4"
naturvetenskapsprogrammet,engelska 6,63791419,"36,0"
teknikprogrammet,engelska 6,39805497,"27,8"
hotell- och turismprogrammet,engelska 6,38400227,..
ekonomiprogrammet,engelska 6,38400227,"22,9"
ekonomiprogrammet,engelska 6,81619482,"50,0"
estetiska programmet,engelska 6,81619482,..
naturvetenskapsprogrammet,engelska 6,81619482,..
teknikprogrammet,engelska 6,81619482,..
hotell- och turismprogrammet,engelska 6,83829189,..
samhällsvetenskapsprogrammet,engelska 6,12395564,"33,3"
naturvetenskapsprogrammet,engelska 6,90006712,"41,2"
teknikprogrammet,engelska 6,90006712,..
flygteknikutbildningen,engelska 6,43649848,"29,4"
ekonomiprogrammet,engelska 6,39149668,..
estetiska programmet,engelska 6,39149668,..
naturvetenskapsprogrammet,engelska 6,39149668,"61,1"
samhällsvetenskapsprogrammet,engelska 6,39149668,..
teknikprogrammet,engelska 6,39149668,"50,0"
estetiska programmet,engelska 6,48722826,..
naturvetenskapsprogrammet,engelska 6,48722826,"54,5"
samhällsvetenskapsprogrammet,engelska 6,48722826,"23,1"
teknikprogrammet,engelska 6,48722826,..
estetiska programmet,engelska 6,73063662,"32,1"
teknikprogrammet,engelska 6,53691739,..
estetiska programmet,engelska 6,43251309,..
teknikprogrammet,engelska 6,43251309,"50,0"
ekonomiprogrammet,engelska 6,67554405,..
estetiska programmet,engelska 6,67554405,..
samhällsvetenskapsprogrammet,engelska 6,67554405,"43,2"
ekonomiprogrammet,engelska 6,73944169,"33,9"
humanistiska programmet,engelska 6,73944169,..
samhällsvetenskapsprogrammet,engelska 6,73944169,"27,9"
naturvetenskapsprogrammet,engelska 6,98239050,..
ekonomiprogrammet,engelska 6,94455820,..
naturvetenskapsprogrammet,engelska 6,61547652,..
hotell- och turismprogrammet,engelska 6,62104139,..
samhällsvetenskapsprogrammet,engelska 6,62104139,"21,4"
naturvetenskapsprogrammet,engelska 6,87034307,"36,6"
teknikprogrammet,engelska 6,87034307,"27,8"
ekonomiprogrammet,engelska 6,78872213,"27,8"
estetiska programmet,engelska 6,78872213,..
naturvetenskapsprogrammet,engelska 6,78872213,..
samhällsvetenskapsprogrammet,engelska 6,78872213,"21,9"
teknikprogrammet,engelska 6,78872213,..
naturvetenskapsprogrammet,engelska 6,76860623,"22,2"
samhällsvetenskapsprogrammet,engelska 6,58191646,"33,7"
teknikprogrammet,engelska 6,80405898,"20,0"
estetiska programmet,engelska 6,56021320,"27,3"
ekonomiprogrammet,engelska 6,64569393,..
samhällsvetenskapsprogrammet,engelska 6,64569393,..
naturvetenskapsprogrammet,engelska 6,64160122,"38,0"
ekonomiprogrammet,engelska 6,48217580,"40,0"
teknikprogrammet,engelska 6,51620045,"37,7"
estetiska programmet,engelska 6,86888278,..
teknikprogrammet,engelska 6,86888278,..
ekonomiprogrammet,engelska 6,57397381,"28,1"
estetiska programmet,engelska 6,57397381,"35,7"
samhällsvetenskapsprogrammet,engelska 6,57397381,"31,3"
naturvetenskapsprogrammet,engelska 6,56947954,"42,3"
teknikprogrammet,engelska 6,56947954,"50,0"
ekonomiprogrammet,engelska 6,72022487,"14,7"
naturvetenskapsprogrammet,engelska 6,72022487,"43,8"
samhällsvetenskapsprogrammet,engelska 6,72022487,"30,4"
teknikprogrammet,engelska 6,72022487,"35,7"
ekonomiprogrammet,engelska 6,71512894,..
naturvetenskapsprogrammet,engelska 6,71512894,"29,4"
samhällsvetenskapsprogrammet,engelska 6,71512894,"32,1"
teknikprogrammet,engelska 6,71512894,"35,0"
ekonomiprogrammet,engelska 6,28248021,..
naturvetenskapsprogrammet,engelska 6,28248021,"41,7"
samhällsvetenskapsprogrammet,engelska 6,28248021,"50,0"
teknikprogrammet,engelska 6,28248021,"26,3"
teknikprogrammet,engelska 6,44417214,"44,4"
samhällsvetenskapsprogrammet,engelska 6,25025681,"32,7"
naturvetenskapsprogrammet,engelska 6,88776535,"34,0"
teknikprogrammet,engelska 6,88776535,"34,9"
estetiska programmet,engelska 6,49488344,"23,1"
ekonomiprogrammet,engelska 6,74408578,"35,3"
ekonomiprogrammet,engelska 6,71043974,"35,4"
naturvetenskapsprogrammet,engelska 6,71043974,..
samhällsvetenskapsprogrammet,engelska 6,71043974,"35,1"
teknikprogrammet,engelska 6,71043974,"40,9"
estetiska programmet,engelska 6,57777751,..
naturvetenskapsprogrammet,engelska 6,57777751,..
samhällsvetenskapsprogrammet,engelska 6,57777751,..
estetiska programmet,engelska 6,38732602,..
naturvetenskapsprogrammet,engelska 6,89807183,"30,8"
teknikprogrammet,engelska 6,89807183,"47,7"
ekonomiprogrammet,engelska 6,61161774,"32,8"
samhällsvetenskapsprogrammet,engelska 6,61161774,"39,1"
estetiska programmet,engelska 6,86158933,"30,6"
ekonomiprogrammet,engelska 6,75914181,..
estetiska programmet,engelska 6,75914181,..
samhällsvetenskapsprogrammet,engelska 6,75914181,"35,3"
teknikprogrammet,engelska 6,39302565,..
naturvetenskapsprogrammet,engelska 6,96818167,"32,1"
flygteknikutbildningen,engelska 6,74316305,"59,1"
teknikprogrammet,engelska 6,79527481,"35,4"
naturvetenskapsprogrammet,engelska 6,67300857,"24,3"
naturvetenskapsprogrammet,engelska 6,99279503,"44,4"
samhällsvetenskapsprogrammet,engelska 6,99279503,..
naturvetenskapsprogrammet,engelska 6,63653488,..
samhällsvetenskapsprogrammet,engelska 6,63653488,..
estetiska programmet,engelska 6,84476205,"31,3"
naturvetenskapsprogrammet,engelska 6,84476205,..
ekonomiprogrammet,engelska 6,24544503,"37,9"
estetiska programmet,engelska 6,24544503,"43,5"
samhällsvetenskapsprogrammet,engelska 6,25392789,"27,2"
ekonomiprogrammet,engelska 6,69240218,"44,4"
naturvetenskapsprogrammet,engelska 6,69240218,..
samhällsvetenskapsprogrammet,engelska 6,69240218,..
teknikprogrammet,engelska 6,69240218,..
ekonomiprogrammet,engelska 6,38460895,..
samhällsvetenskapsprogrammet,engelska 6,38460895,..
humanistiska programmet,engelska 6,31199511,"34,8"
samhällsvetenskapsprogrammet,engelska 6,31199511,"41,5"
ekonomiprogrammet,engelska 6,12934438,"34,4"
naturvetenskapsprogrammet,engelska 6,12934438,"33,1"
ekonomiprogrammet,engelska 6,43313366,"25,8"
naturvetenskapsprogrammet,engelska 6,43313366,"28,0"
samhällsvetenskapsprogrammet,engelska 6,43313366,"26,5"
estetiska programmet,engelska 6,86787111,..
teknikprogrammet,engelska 6,86787111,"18,4"
estetiska programmet,engelska 6,97868185,"37,5"
ekonomiprogrammet,engelska 6,37550979,..
samhällsvetenskapsprogrammet,engelska 6,37550979,"31,8"
ekonomiprogrammet,engelska 6,60214465,"35,7"
samhällsvetenskapsprogrammet,engelska 6,70137084,"36,0"
naturvetenskapsprogrammet,engelska 6,82002016,..
teknikprogrammet,engelska 6,82002016,..
ekonomiprogrammet,engelska 6,23306658,..
estetiska programmet,engelska 6,23306658,..
naturvetenskapsprogrammet,engelska 6,23306658,..
samhällsvetenskapsprogrammet,engelska 6,23306658,"50,0"
teknikprogrammet,engelska 6,97535124,"23,3"
ekonomiprogrammet,engelska 6,11102578,"19,2"
estetiska programmet,engelska 6,11102578,..
humanistiska programmet,engelska 6,11102578,..
samhällsvetenskapsprogrammet,engelska 6,11102578,"29,0"
naturvetenskapsprogrammet,engelska 6,69306209,"41,7"
teknikprogrammet,engelska 6,69306209,"25,0"
ekonomiprogrammet,engelska 6,10129345,"35,0"
humanistiska programmet,engelska 6,17944628,"62,5"
samhällsvetenskapsprogrammet,engelska 6,17944628,"27,0"
estetiska programmet,engelska 6,94468610,"44,4"
ekonomiprogrammet,engelska 6,94090461,..
naturvetenskapsprogrammet,engelska 6,94090461,"35,0"
samhällsvetenskapsprogrammet,engelska 6,94090461,"26,9"
teknikprogrammet,engelska 6,12954099,"46,3"
